,MEHP950101,KOSJ950113,KOSJ950110,OVEJ920103,DAYM780302,MUET010101,LUTR910102,DOSZ010104,FEND850101,LUTR910107,KOSJ950104,OVEJ920105,LUTR910108,GONG920101,ALTS910101,PRLA000101,NGPC000101,PRLA000102,BENS940102,GRAR740104,RUSR970103,KOSJ950115,TUDE900101,FITW660101,LUTR910106,KOSJ950112,OGAK980101,NIEK910101,JOHM930101,AZAE970102,LUTR910101,GEOD900101,AZAE970101,LUTR910105,MOHR870101,BENS940104,KOSJ950105,BENS940101,KOSJ950107,MEHP950102,NAOD960101,DAYM780301,MEHP950103,KAPO950101,LEVJ860101,BENS940103,KOSJ950106,MCLA720101,HENS920104,RUSR970102,RIER950101,KOSJ950109,MUET020102,VOGG950101,NIEK910102,OVEJ920101,MCLA710101,MIYT790101,DOSZ010102,OVEJ920102,CSEM940101,LINK010101,RUSR970101,LUTR910103,HENS920102,HENS920101,JOND920103,LUTR910109,KOSJ950108,WEIL970101,MIYS930101,KANM000101,JOND940101,QUIB020101,DOSZ010103,RISJ880101,BLAJ010101,CROG050101,KOSJ950103,MUET020101,KOSJ950101,KOSJ950102,KOSJ950111,OVEJ920104,KOLA920101,HENS920103,LUTR910104,WEIL970102,GIAG010101,DOSZ010101,KOSJ950114
N-H,1.13,1.7,2.1,0.073,1.0,2.5,6.0,0.53,4.0,2.0,2.7,0.027999999999999997,5.0,1.2,2.0,0.76,4.0,1.77,1.4,68.0,3.0,1.6,8.0,1.0,13.0,2.2,-6.8,0.04,1.7,2.0,2.0,9.0,5.0,14.0,10.0,1.8,0.1,1.4,2.1,0.78,2.0,2.0,1.18,18.9,0.0,1.2,1.6,1.0,2.0,4.0,89.0,1.2,1.0,6.4,0.04,2.0,4.0,1.29,-2.2,0.054000000000000006,0.32,0.015,7.0,3.0,1.0,1.0,1.0,13.0,1.4,0.0,0.21,12.0,3.0,1.4,2.0,-0.3,5.0,0.0,0.8,1.0,1.7,2.5,1.3,0.087,5.0,1.0,-3.0,-1.0,-0.3,-1.9,1.6
N-I,0.89,0.4,0.3,0.008,-4.0,-4.0,-3.0,-4.39,2.0,-4.0,0.9,0.006,-7.0,-2.8,-2.0,-2.43,-3.0,-5.78,-2.7,149.0,-7.0,0.5,-32.0,1.0,-14.0,0.7,-7.6,-0.06,-4.7,-11.0,-3.0,7.0,-11.0,-8.0,5.0,0.9,0.9,-2.5,0.1,1.12,-9.0,-2.0,1.0,14.8,-1.0,-2.8,0.5,0.0,-6.0,-8.0,51.0,0.9,-3.0,2.4,-0.07,-3.0,1.0,3.37,-10.75,0.012,-0.37,0.013999999999999999,-4.0,-6.0,-5.0,-2.0,-2.0,-12.0,0.3,-1.0,-0.83,-32.0,-3.0,-2.4,-0.4,0.9,-8.0,-5.0,0.1,-4.0,1.7,0.1,0.0,0.031,0.0,-6.0,0.0,2.0,-0.2,8.6,1.2
N-K,1.14,4.8,3.4,0.038,0.0,-3.5,10.0,1.17,4.0,2.0,4.7,0.0,3.0,0.8,1.0,0.83,-2.0,1.64,1.0,94.0,0.0,3.5,17.0,1.0,16.0,3.6,-6.8,-0.19,0.1,10.0,-1.0,6.0,12.0,-1.0,11.0,3.5,1.0,1.0,1.1,0.72,6.0,1.0,1.3,17.7,1.0,0.9,2.8,0.0,0.0,1.0,75.0,2.0,1.0,6.0,-0.22,0.0,4.0,1.84,-0.26,0.034,0.22,0.053,1.0,-2.0,0.0,0.0,1.0,7.0,1.1,0.0,0.38,1.0,5.0,1.6,0.5,1.0,2.0,0.0,3.8,0.0,3.0,4.4,3.6,0.042,0.0,0.0,6.0,0.0,-2.4,-10.1,1.6
N-L,0.98,1.0,0.9,0.008,-6.0,-3.5,-10.0,-5.08,1.0,-7.0,1.0,0.002,-14.0,-3.0,-4.0,-2.1,-3.0,-5.64,-3.5,153.0,0.0,0.8,-35.0,2.0,-15.0,0.9,-7.7,-0.23,-4.8,-9.0,-4.0,7.0,-9.0,-11.0,7.0,-2.2,0.1,-3.4,1.1,0.97,-7.0,-3.0,1.13,11.7,-1.0,-3.1,0.1,0.0,-8.0,-2.0,52.0,0.4,-3.0,2.2,-0.24,-3.0,1.0,3.49,-9.48,0.012,-0.39,0.021,0.0,-12.0,-5.0,-3.0,-3.0,-13.0,0.1,-1.0,-0.9,-32.0,-4.0,-2.4,-1.1,0.8,-7.0,-4.0,0.4,-4.0,1.4,1.3,0.8,0.035,0.0,-6.0,-6.0,2.0,-0.5,7.1,1.5
N-M,1.01,0.8,0.2,0.019,-7.0,-3.0,-8.0,-3.28,1.0,-3.0,0.9,0.013000000000000001,-5.0,-2.2,-3.0,-2.01,-2.0,-4.67,-2.6,142.0,-3.0,0.7,-12.0,2.0,3.0,0.8,-7.4,-0.13,-3.7,-4.0,-1.0,8.0,-3.0,-3.0,6.0,0.1,0.1,-2.5,0.1,0.92,-3.0,-2.0,1.17,13.7,-1.0,-2.2,0.1,0.0,-4.0,-3.0,49.0,0.7,-2.0,3.0,-0.13,-2.0,2.0,3.08,-8.0,0.013000000000000001,-0.11,0.006,-1.0,-5.0,-3.0,-2.0,-2.0,-2.0,0.3,0.0,-0.97,-19.0,-2.0,-2.1,0.2,0.0,-6.0,-3.0,0.7,-3.0,0.6,0.1,0.5,0.024,0.0,-4.0,0.0,2.0,-0.2,6.2,0.4
N-P,0.74,0.1,1.4,0.026000000000000002,-5.0,-6.0,-11.0,-0.37,2.0,-7.0,0.1,0.006999999999999999,3.0,-0.9,-2.0,-1.1,-4.0,-3.23,-1.1,91.0,1.0,0.4,8.0,2.0,-13.0,0.1,-8.0,-0.1,-2.4,8.0,-8.0,8.0,11.0,5.0,9.0,-1.6,0.5,-1.1,0.1,0.91,6.0,-1.0,1.91,14.6,0.0,-1.0,1.1,0.0,-4.0,2.0,71.0,0.1,-1.0,4.3,-0.1,-2.0,1.0,1.8,-1.81,0.015,0.05,0.009000000000000001,0.0,-2.0,-3.0,-2.0,-1.0,2.0,0.1,0.0,-0.12,-17.0,-2.0,-0.1,-1.3,-1.0,-1.0,-2.0,0.2,-2.0,0.1,1.2,0.3,0.019,0.0,-4.0,2.0,2.0,-0.8,-8.7,0.5
N-Q,1.2,2.3,1.9,0.016,-3.0,-1.0,6.0,0.13,3.0,4.0,2.0,0.005,5.0,0.7,0.0,0.33,2.0,1.42,0.5,46.0,3.0,1.8,12.0,2.0,18.0,1.6,-7.1,-0.14,-0.8,10.0,3.0,10.0,13.0,1.0,11.0,0.4,0.1,0.1,0.6,0.71,5.0,1.0,1.13,18.6,1.0,0.7,1.3,2.0,0.0,2.0,96.0,1.4,1.0,5.9,-0.16,0.0,4.0,0.99,-0.47,0.066,0.2,0.034,2.0,2.0,0.0,0.0,0.0,7.0,1.2,1.0,0.2,2.0,3.0,1.9,1.2,1.6,1.0,0.0,1.3,0.0,3.2,2.9,1.4,0.04,0.0,0.0,4.0,1.0,-0.8,-7.2,1.3
N-R,1.03,1.5,1.8,0.011000000000000001,-5.0,-4.5,5.0,-0.19,2.0,3.0,2.6,0.008,5.0,0.3,-1.0,0.6,-3.0,0.24,0.4,86.0,0.0,1.5,11.0,2.0,10.0,1.9,-7.3,-0.1,-1.5,7.0,2.0,6.0,10.0,0.0,10.0,-1.5,0.1,-0.1,1.9,0.88,4.0,0.0,1.19,17.1,0.0,0.3,1.5,0.0,-2.0,0.0,53.0,0.6,0.0,5.5,-0.12,-1.0,3.0,2.04,-1.19,0.026000000000000002,0.12,0.036000000000000004,2.0,2.0,-1.0,0.0,0.0,4.0,0.1,0.0,0.01,4.0,2.0,0.7,0.3,1.2,1.0,-1.0,1.2,0.0,0.5,3.0,1.4,0.031,0.0,-1.0,5.0,0.0,-2.1,-6.1,1.1
N-S,1.01,7.9,4.8,0.036000000000000004,0.0,0.5,8.0,1.09,5.0,4.0,6.8,0.035,5.0,0.9,1.0,0.4,1.0,1.54,1.1,46.0,4.0,5.6,1.0,1.0,13.0,5.4,-6.5,0.04,1.0,6.0,3.0,10.0,7.0,0.0,11.0,-0.3,3.2,1.2,2.2,0.84,4.0,1.0,1.35,20.9,0.0,0.9,2.6,1.0,2.0,3.0,66.0,4.0,1.0,6.1,0.06,0.0,5.0,1.31,0.24,0.037000000000000005,0.14,0.08800000000000001,5.0,4.0,1.0,1.0,1.0,6.0,2.5,1.0,-0.02,10.0,2.0,1.4,1.6,1.9,3.0,0.0,8.9,1.0,9.7,9.0,6.4,0.05,6.6,1.0,4.0,0.0,-1.3,-1.3,4.8
N-T,0.93,2.7,1.4,0.032,-1.0,-1.5,6.0,-0.27,4.0,3.0,3.9,0.012,4.0,0.5,0.0,0.3,-1.0,1.14,0.5,65.0,3.0,2.0,12.0,1.0,8.0,2.6,-6.4,0.01,0.1,2.0,2.0,9.0,4.0,-4.0,10.0,0.9,3.5,0.5,0.1,0.99,2.0,0.0,1.23,20.2,0.0,0.4,1.9,1.0,0.0,4.0,63.0,1.8,0.0,5.7,0.01,0.0,3.0,1.4,-1.08,0.046,0.13,0.054000000000000006,1.0,3.0,0.0,0.0,1.0,2.0,0.5,1.0,0.11,0.0,1.0,1.4,1.0,1.1,2.0,-1.0,1.3,0.0,2.7,1.6,1.0,0.051,0.0,0.0,3.0,1.0,-1.5,-5.2,2.6
N-V,0.96,0.9,0.7,0.004,-7.0,-4.5,-3.0,-4.39,2.0,-4.0,1.4,0.003,-8.0,-2.2,-3.0,-2.17,-3.0,-5.65,-2.3,133.0,0.0,1.0,-30.0,2.0,-17.0,1.3,-7.2,-0.15,-5.7,-11.0,-3.0,7.0,-11.0,-9.0,5.0,-2.2,0.1,-2.4,0.2,1.05,-8.0,-2.0,0.99,14.8,-1.0,-2.2,0.8,0.0,-6.0,-3.0,54.0,0.8,-2.0,3.0,-0.16,-4.0,1.0,2.76,-9.36,0.012,-0.46,0.025,-1.0,-6.0,-4.0,-3.0,-2.0,-12.0,0.9,-1.0,-0.69,-31.0,-3.0,-0.9,-0.6,1.1,-4.0,-4.0,1.0,-4.0,1.5,0.1,0.7,0.021,0.0,-5.0,-1.0,2.0,-0.9,11.5,1.3
N-W,0.88,0.3,0.0,0.012,-7.0,-4.0,-6.0,-3.75,0.0,-7.0,0.1,0.006,-38.0,-3.6,-5.0,-2.89,-5.0,-6.29,-5.2,174.0,-1.0,0.4,-6.0,3.0,-11.0,0.1,-8.6,-0.21,-6.1,-4.0,-6.0,4.0,-5.0,-30.0,8.0,-3.0,0.1,-4.4,0.1,0.95,-4.0,-4.0,1.46,7.74,-1.0,-4.0,0.7,0.0,-8.0,0.0,58.0,0.3,-4.0,1.6,-0.24,-5.0,0.0,4.39,-7.43,0.002,-0.39,0.002,-3.0,-18.0,-6.0,-4.0,-5.0,-22.0,0.1,-1.0,-0.79,-39.0,-3.0,-4.0,-2.4,-1.1,-9.0,-3.0,0.3,-5.0,0.7,0.1,0.2,0.008,0.0,-7.0,-34.0,3.0,0.0,6.4,0.1
N-Y,0.83,1.2,0.9,0.017,-4.0,0.0,0.0,-3.14,3.0,-2.0,1.2,0.009000000000000001,-7.0,-1.4,-2.0,-0.36,2.0,-0.93,-1.2,143.0,0.0,1.0,-13.0,1.0,13.0,1.0,-7.0,0.04,-1.3,-4.0,-4.0,6.0,-3.0,-2.0,8.0,2.5,1.4,-0.9,0.1,1.08,-2.0,-2.0,1.27,20.1,-1.0,-1.4,0.1,0.0,-4.0,0.0,66.0,1.1,-1.0,3.8,0.05,-1.0,2.0,3.42,-6.7,0.048,-0.27,0.017,-3.0,-10.0,-3.0,-2.0,-1.0,4.0,0.1,0.0,0.12,-19.0,-1.0,-0.8,-0.4,-0.1,1.0,-2.0,1.4,-2.0,1.1,1.9,1.1,0.036000000000000004,0.0,-4.0,-4.0,2.0,0.4,9.5,1.0
P-A,0.94,4.9,3.6,0.013999999999999999,-1.0,-4.0,-5.0,-1.73,5.0,0.0,6.7,0.013999999999999999,1.0,0.3,1.0,-0.53,-3.0,-1.11,0.8,27.0,0.0,3.5,-2.0,1.0,4.0,5.1,-6.8,0.1,-1.0,-1.0,1.0,9.0,2.0,6.0,6.0,0.8,0.1,1.1,1.7,0.77,0.0,1.0,1.69,17.7,-1.0,0.4,1.8,1.0,-2.0,0.0,89.0,1.5,0.0,5.5,0.11,-1.0,4.0,0.06,-5.95,0.022000000000000002,-0.07,0.055999999999999994,2.0,-2.0,-1.0,-1.0,1.0,5.0,3.7,0.0,0.17,-5.0,0.0,0.7,0.3,-0.2,-1.0,-1.0,7.5,0.0,1.7,6.2,4.6,0.053,0.0,-1.0,5.0,1.0,2.0,4.9,4.6
P-C,1.3,0.0,0.0,0.0,-7.0,-9.0,-30.0,-3.99,2.0,-30.0,0.1,0.002,-2.0,-3.1,-3.0,-2.19,-8.0,-6.7,-3.1,169.0,0.0,0.0,-3.0,2.0,-8.0,0.0,-8.3,0.13,-8.9,-2.0,-28.0,9.0,0.0,-22.0,7.0,-1.9,0.1,-2.7,0.1,0.67,-1.0,-3.0,0.96,5.43,0.0,-3.1,0.1,0.0,-8.0,-1.0,86.0,0.1,-2.0,2.1,0.14,-8.0,0.0,1.33,-7.12,0.0,0.02,0.0,-1.0,-1.0,-4.0,-4.0,-2.0,-12.0,0.1,-1.0,-0.65,-30.0,-4.0,-3.6,-2.9,-1.8,-18.0,-3.0,0.1,-3.0,0.1,0.1,0.1,0.0,0.0,-6.0,2.0,2.0,0.0,26.7,0.1
P-D,0.84,0.8,0.3,0.027000000000000003,-7.0,-7.0,-7.0,2.15,2.0,-8.0,0.3,0.005,5.0,-0.7,-2.0,0.72,-5.0,0.81,-1.8,108.0,3.0,0.6,1.0,2.0,-26.0,0.3,-7.3,0.02,-1.0,7.0,-9.0,4.0,11.0,-2.0,8.0,-2.2,0.1,-2.8,0.1,0.75,6.0,-1.0,2.04,19.4,0.0,-1.0,0.1,0.0,-2.0,1.0,44.0,1.8,0.0,4.5,0.01,-1.0,3.0,2.4,-0.52,0.036000000000000004,0.09,0.025,3.0,1.0,-2.0,-1.0,-2.0,-7.0,0.1,-1.0,-0.15,-7.0,-2.0,-0.2,-0.8,-1.2,2.0,-1.0,1.2,-1.0,3.1,0.7,0.8,0.039,0.0,-3.0,5.0,0.0,0.6,-7.5,0.2
P-E,0.96,1.3,0.3,0.02,-5.0,-7.0,-7.0,1.26,3.0,-3.0,2.0,0.0,6.0,-0.5,-1.0,-0.26,-5.0,-0.43,-1.7,93.0,1.0,1.0,-7.0,2.0,-19.0,1.7,-7.8,-0.08,-1.5,0.0,-3.0,4.0,5.0,-10.0,5.0,-2.1,1.2,-2.6,0.1,0.75,0.0,-1.0,1.71,19.1,-1.0,-0.7,0.7,0.0,-2.0,2.0,50.0,0.8,0.0,4.7,0.07,-1.0,4.0,2.48,-1.51,0.035,-0.11,0.038,1.0,-1.0,-2.0,0.0,-2.0,-13.0,0.9,-1.0,-0.13,-7.0,-3.0,0.0,-0.7,-0.1,-1.0,-1.0,2.2,-1.0,0.6,0.1,1.5,0.036000000000000004,0.0,-2.0,4.0,0.0,0.7,-10.0,0.8
P-F,0.69,0.1,0.0,0.001,-9.0,-4.5,-28.0,-4.08,2.0,-26.0,0.1,0.011000000000000001,-28.0,-3.8,-5.0,-0.91,-5.0,-2.96,-3.4,114.0,1.0,0.1,-2.0,2.0,-9.0,0.3,-8.8,-0.28,-5.0,-5.0,-24.0,8.0,-6.0,2.0,4.0,-1.8,0.1,-3.2,0.1,1.07,-4.0,-5.0,1.66,3.14,-1.0,-3.8,0.1,0.0,-8.0,-1.0,76.0,0.1,-3.0,1.4,-0.31,-5.0,1.0,3.17,-6.65,0.005,-0.12,0.009000000000000001,4.0,-32.0,-5.0,-3.0,-3.0,-4.0,0.1,0.0,-0.76,-39.0,-4.0,-4.1,-2.7,-1.1,-4.0,-3.0,0.1,-5.0,0.1,0.1,0.4,0.036000000000000004,0.0,-6.0,-8.0,4.0,0.0,10.1,0.4
P-G,0.92,0.9,1.1,0.005,-5.0,-4.5,-11.0,0.5,3.0,-17.0,1.3,0.013000000000000001,3.0,-1.6,-2.0,-0.04,-3.0,-1.79,-1.8,42.0,1.0,0.7,4.0,2.0,-14.0,0.8,-7.2,0.1,-2.5,10.0,-19.0,8.0,13.0,-10.0,11.0,-1.8,0.8,-1.7,0.6,0.75,6.0,-1.0,1.8,17.0,0.0,-1.7,0.5,0.0,-4.0,0.0,93.0,0.5,-1.0,3.6,0.09,-2.0,3.0,0.97,-0.2,0.026000000000000002,0.25,0.02,0.0,0.0,-3.0,-2.0,-1.0,-13.0,0.3,0.0,-0.14,-18.0,-2.0,-0.8,-1.2,-1.2,0.0,-2.0,0.7,-3.0,0.1,0.8,0.7,0.006,0.0,-5.0,6.0,2.0,0.2,-6.2,0.9
P-H,0.8,0.4,0.4,0.021,-3.0,-8.0,-23.0,-1.21,3.0,-12.0,0.2,0.004,-4.0,-1.1,-1.0,-1.44,-6.0,-3.55,-0.4,77.0,2.0,0.4,-2.0,1.0,-15.0,0.4,-7.5,-0.32,-4.3,3.0,-12.0,9.0,4.0,-9.0,5.0,0.7,1.0,-0.4,0.1,0.83,2.0,0.0,1.96,11.7,0.0,-1.0,0.1,0.0,-4.0,1.0,83.0,1.0,-1.0,4.1,-0.34,-3.0,3.0,2.15,-2.55,0.011000000000000001,0.05,0.01,2.0,-7.0,-3.0,-2.0,0.0,-10.0,0.2,0.0,0.14,-18.0,-4.0,-2.1,-1.1,-1.6,-4.0,-2.0,0.4,-2.0,1.0,0.1,0.6,0.027000000000000003,0.0,-4.0,-14.0,2.0,-0.2,-1.2,0.8
P-I,0.67,0.4,0.1,0.006999999999999999,-7.0,-4.0,-28.0,-4.07,2.0,-15.0,0.1,0.005,-7.0,-2.6,-3.0,-2.0,-4.0,-4.04,-2.3,95.0,0.0,0.5,-18.0,2.0,-9.0,0.3,-7.2,-0.53,-5.7,-9.0,-11.0,9.0,-14.0,8.0,3.0,-1.6,0.7,-2.0,0.6,1.3,-8.0,-2.0,1.18,9.35,-1.0,-2.6,0.1,0.0,-6.0,-2.0,79.0,0.9,-3.0,2.6,-0.55,-4.0,1.0,2.62,-7.9,0.009000000000000001,-0.19,0.009000000000000001,2.0,-8.0,-4.0,-2.0,-2.0,-1.0,1.7,0.0,-0.78,-30.0,-3.0,-2.4,-1.5,-0.6,-3.0,-4.0,0.9,-4.0,0.8,0.1,0.7,0.018000000000000002,0.0,-5.0,1.0,3.0,-0.2,12.5,1.0
P-K,0.67,1.3,0.4,0.028999999999999998,-6.0,-4.5,-5.0,1.11,2.0,-8.0,0.4,0.0,-1.0,-0.6,-2.0,-0.19,-4.0,-1.21,-1.6,103.0,1.0,0.9,-2.0,2.0,-16.0,0.5,-7.5,0.04,-0.6,1.0,-9.0,3.0,5.0,-12.0,6.0,-1.5,0.2,-2.3,0.1,0.92,3.0,-1.0,2.08,16.8,0.0,-0.8,0.7,0.0,-2.0,0.0,46.0,2.0,0.0,4.6,0.04,-1.0,3.0,2.94,-1.66,0.02,-0.17,0.024,4.0,-8.0,-2.0,-1.0,-2.0,-14.0,0.1,0.0,-0.14,-10.0,-4.0,0.2,-0.9,-0.7,1.0,-1.0,2.3,-1.0,2.7,0.5,1.6,0.017,0.0,-2.0,3.0,1.0,-0.1,-10.4,0.3
P-L,0.75,1.0,0.8,0.019,-6.0,-5.0,-36.0,-4.99,3.0,-16.0,0.6,0.002,-21.0,-2.3,-3.0,-1.56,-5.0,-2.88,-1.3,98.0,-2.0,0.9,-16.0,1.0,-3.0,0.8,-6.6,-0.25,-2.8,-9.0,-10.0,9.0,-12.0,3.0,4.0,0.0,0.1,-0.2,1.4,1.21,-8.0,-3.0,1.19,7.28,-1.0,-2.2,0.3,1.0,-8.0,-5.0,81.0,0.9,-2.0,2.9,-0.26,-3.0,1.0,2.7,-8.52,0.006,-0.2,0.009000000000000001,0.0,-24.0,-4.0,-3.0,0.0,-1.0,0.7,0.0,-0.67,-33.0,-1.0,-1.4,-2.4,-0.8,1.0,-3.0,0.8,-3.0,1.5,1.3,1.0,0.034,0.0,-5.0,-7.0,3.0,-0.6,9.1,1.3
P-M,0.59,0.3,0.1,0.002,-7.0,-5.0,-25.0,-3.74,2.0,-15.0,0.1,0.0,-8.0,-2.4,-3.0,-1.09,-5.0,-2.02,-2.0,87.0,0.0,0.6,-10.0,2.0,-16.0,0.4,-8.8,-0.31,-9.8,-9.0,-11.0,10.0,-10.0,6.0,2.0,-1.4,0.1,-1.8,0.1,1.34,-6.0,-2.0,1.28,11.6,-1.0,-2.4,0.1,0.0,-6.0,-3.0,78.0,0.0,-2.0,2.8,-0.32,-6.0,1.0,2.36,-7.1,0.0,-0.17,0.004,-17.0,-10.0,-4.0,-2.0,-2.0,0.0,0.8,1.0,-0.82,-21.0,-3.0,-1.9,-1.7,-1.2,-4.0,-3.0,0.4,-4.0,0.1,0.1,0.2,0.013999999999999999,0.0,-4.0,-1.0,3.0,0.2,8.2,0.5
P-N,0.74,0.6,0.3,0.017,-5.0,-6.0,-11.0,0.29,2.0,-7.0,0.2,0.015,3.0,-0.9,-2.0,-1.1,-4.0,-3.23,-1.1,91.0,1.0,0.6,8.0,2.0,-13.0,0.5,-8.0,-0.1,-2.4,8.0,-8.0,8.0,11.0,5.0,9.0,-1.6,0.8,-1.1,0.9,0.91,6.0,-1.0,1.91,14.6,0.0,-1.0,0.1,0.0,-4.0,2.0,71.0,0.6,-1.0,4.3,-0.1,-2.0,1.0,1.8,-2.26,0.013000000000000001,0.05,0.004,0.0,-2.0,-3.0,-2.0,-1.0,2.0,1.1,0.0,-0.12,-17.0,-2.0,-0.1,-1.5,-1.0,-1.0,-2.0,1.0,-2.0,0.5,0.6,1.1,0.018000000000000002,0.0,-4.0,2.0,2.0,0.8,-7.3,1.0
P-Q,0.91,0.8,1.1,0.011000000000000001,-2.0,-6.0,-7.0,-0.11,3.0,-6.0,1.3,0.008,5.0,-0.2,0.0,0.24,-3.0,1.3,-0.1,76.0,0.0,0.8,0.0,1.0,-17.0,1.4,-8.1,-0.18,-3.6,0.0,-6.0,8.0,1.0,1.0,7.0,1.0,1.1,0.1,0.5,0.83,1.0,0.0,1.63,18.0,0.0,-0.2,1.3,0.0,-2.0,0.0,76.0,0.7,0.0,5.0,-0.18,-2.0,3.0,1.92,-2.87,0.013000000000000001,-0.03,0.013000000000000001,1.0,1.0,-2.0,-1.0,0.0,-2.0,1.1,0.0,0.15,-11.0,0.0,1.0,-0.4,-0.6,-4.0,-1.0,0.4,-1.0,0.6,0.7,0.6,0.021,0.0,-3.0,2.0,1.0,0.3,-8.5,1.2
P-R,0.69,1.3,0.2,0.023,-3.0,-8.0,-12.0,-1.24,3.0,-8.0,0.8,0.008,2.0,-0.9,-1.0,0.21,-7.0,1.31,-1.2,103.0,0.0,0.9,-4.0,1.0,-20.0,0.8,-7.9,-0.18,-3.6,1.0,-9.0,3.0,2.0,-1.0,6.0,0.3,0.1,-1.3,0.3,1.03,1.0,0.0,1.76,15.7,0.0,-1.0,0.5,0.0,-6.0,-1.0,24.0,0.8,-1.0,4.3,-0.21,-2.0,3.0,2.9,-3.94,0.016,-0.17,0.016,1.0,-2.0,-3.0,-2.0,-1.0,-6.0,0.5,0.0,0.14,-18.0,-3.0,-0.6,-2.1,-0.3,-3.0,-2.0,1.7,-2.0,1.0,0.1,1.4,0.026000000000000002,0.0,-3.0,2.0,2.0,-0.5,-7.8,0.4
P-S,0.79,3.5,3.1,0.01,-1.0,-4.0,-9.0,0.46,4.0,-3.0,3.6,0.005,6.0,0.4,1.0,-0.29,-3.0,-1.28,1.1,74.0,5.0,2.8,15.0,1.0,-4.0,2.7,-6.8,0.35,-1.0,5.0,-3.0,7.0,6.0,-4.0,10.0,0.4,1.8,1.4,1.8,0.87,3.0,1.0,1.87,17.9,0.0,0.5,4.4,0.0,-2.0,2.0,95.0,3.1,0.0,5.6,0.35,-1.0,3.0,0.56,-1.58,0.039,0.27,0.043,5.0,1.0,-1.0,-1.0,1.0,-4.0,1.9,0.0,0.24,-8.0,-1.0,2.0,-0.4,-0.3,1.0,-1.0,3.0,0.0,5.2,2.7,2.7,0.037000000000000005,0.0,-2.0,9.0,1.0,1.8,-2.1,2.9
P-T,0.8,1.3,1.2,0.021,-3.0,-3.5,-14.0,-0.15,4.0,-7.0,0.6,0.012,1.0,0.1,-1.0,0.93,-4.0,2.44,0.4,38.0,1.0,1.4,2.0,1.0,-1.0,0.5,-6.7,-0.21,-2.0,3.0,-6.0,8.0,5.0,-2.0,8.0,1.1,1.9,0.6,0.3,0.93,1.0,0.0,1.71,14.9,0.0,0.1,0.8,1.0,-2.0,1.0,91.0,1.4,0.0,5.3,-0.21,-1.0,3.0,0.87,-2.2,0.011000000000000001,0.2,0.003,-1.0,-3.0,-2.0,-1.0,1.0,-3.0,0.4,0.0,0.25,-11.0,-1.0,1.1,-0.2,-0.5,-1.0,-2.0,2.4,-1.0,1.8,2.5,1.8,0.031,0.0,-3.0,4.0,1.0,0.5,-5.3,1.5
P-V,0.77,0.9,0.1,0.009000000000000001,-5.0,-4.0,-20.0,-3.88,3.0,-11.0,1.9,0.006999999999999999,-7.0,-1.8,-2.0,-1.11,-4.0,-2.31,-1.7,68.0,-1.0,0.7,-18.0,2.0,-9.0,1.4,-7.5,-0.42,-5.2,-5.0,-8.0,10.0,-7.0,1.0,3.0,-2.1,1.8,-1.6,0.1,1.13,-5.0,-1.0,1.32,11.1,-1.0,-1.9,0.1,1.0,-6.0,0.0,83.0,0.8,-2.0,3.4,-0.44,-4.0,2.0,1.79,-7.69,0.009000000000000001,-0.17,0.024,-1.0,-6.0,-4.0,-3.0,-1.0,-4.0,0.7,0.0,-0.47,-18.0,-3.0,-1.1,-1.5,-0.6,-4.0,-3.0,0.6,-3.0,0.2,0.1,0.4,0.019,0.0,-4.0,0.0,2.0,0.2,14.3,1.0
P-W,0.4,0.1,0.0,0.018000000000000002,-12.0,-4.5,-47.0,-3.03,2.0,-16.0,0.1,0.0,-46.0,-5.0,-7.0,-5.34,-6.0,-11.46,-5.8,147.0,2.0,0.0,-9.0,2.0,-32.0,0.0,-10.4,-0.03,-7.4,-4.0,-11.0,7.0,-5.0,-25.0,6.0,-1.6,0.1,-4.8,0.1,1.09,-5.0,-6.0,2.39,9.85,-1.0,-5.2,0.1,0.0,-8.0,-2.0,87.0,0.3,-3.0,0.2,-0.02,-4.0,0.0,4.17,-5.96,0.002,-0.13,0.0,2.0,-29.0,-5.0,-3.0,-4.0,-28.0,0.1,0.0,-0.71,-38.0,-6.0,-5.0,-3.1,-1.6,-5.0,-3.0,0.1,-5.0,0.1,0.1,0.1,0.018000000000000002,0.0,-7.0,-33.0,4.0,-0.1,8.9,0.0
P-Y,0.54,0.4,0.1,0.003,-12.0,-5.5,-20.0,-3.33,2.0,-16.0,0.7,0.001,-10.0,-3.1,-6.0,-1.98,-5.0,-7.41,-3.5,110.0,-1.0,0.5,-9.0,2.0,-7.0,0.5,-8.1,-0.13,-7.0,-4.0,-17.0,9.0,-5.0,3.0,8.0,-2.3,0.1,-3.8,0.1,1.29,-3.0,-5.0,1.54,6.99,-1.0,-3.4,0.1,0.0,-6.0,0.0,94.0,0.1,-4.0,2.1,-0.15,-6.0,0.0,3.12,-7.3,0.0,-0.23,0.004,-3.0,-17.0,-4.0,-3.0,-3.0,-1.0,0.1,-1.0,-0.2,-28.0,-5.0,-3.3,-1.9,-1.2,-8.0,-3.0,0.2,-6.0,0.3,0.3,0.2,0.008,0.0,-6.0,-3.0,2.0,0.1,10.0,0.0
